"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","regulation of organelle organization","GO:0033043","false","5.574508192443803e-11","10.253793441953242","1173","484","72","21031","ENSG00000134690,ENSG00000117399,ENSG00000123473,ENSG00000134222,ENSG00000143452,ENSG00000143228,ENSG00000117650,ENSG00000117724,ENSG00000122952,ENSG00000170312,ENSG00000138182,ENSG00000148773,ENSG00000121621,ENSG00000168496,ENSG00000149503,ENSG00000151503,ENSG00000135476,ENSG00000123374,ENSG00000165480,ENSG00000136108,ENSG00000136122,ENSG00000126787,ENSG00000054654,ENSG00000070182,ENSG00000126215,ENSG00000156970,ENSG00000137812,ENSG00000137804,ENSG00000162063,ENSG00000127564,ENSG00000166851,ENSG00000178999,ENSG00000076382,ENSG00000131747,ENSG00000012048,ENSG00000176170,ENSG00000089685,ENSG00000080986,ENSG00000154839,ENSG00000161888,ENSG00000131351,ENSG00000011332,ENSG00000178295,ENSG00000121152,ENSG00000169679,ENSG00000153094,ENSG00000088325,ENSG00000175063,ENSG00000087586,ENSG00000044524,ENSG00000113810,ENSG00000114346,ENSG00000013810,ENSG00000109805,ENSG00000145335,ENSG00000138778,ENSG00000164109,ENSG00000142731,ENSG00000071539,ENSG00000134057,ENSG00000158402,ENSG00000169252,ENSG00000040275,ENSG00000112742,ENSG00000112029,ENSG00000019991,ENSG00000146918,ENSG00000184661,ENSG00000156509,ENSG00000172167,ENSG00000186638,ENSG00000046653"
"GO:BP","DNA damage response","GO:0006974","false","7.653116344416692e-11","10.116161684376793","896","484","61","21031","ENSG00000127423,ENSG00000092853,ENSG00000085999,ENSG00000097046,ENSG00000077152,ENSG00000174371,ENSG00000065328,ENSG00000170312,ENSG00000168496,ENSG00000146670,ENSG00000165490,ENSG00000188486,ENSG00000111206,ENSG00000123374,ENSG00000139618,ENSG00000100479,ENSG00000198554,ENSG00000126215,ENSG00000051180,ENSG00000259316,ENSG00000166803,ENSG00000140534,ENSG00000140525,ENSG00000166851,ENSG00000079616,ENSG00000187741,ENSG00000176208,ENSG00000131747,ENSG00000012048,ENSG00000125319,ENSG00000154920,ENSG00000136492,ENSG00000108984,ENSG00000276043,ENSG00000129355,ENSG00000011332,ENSG00000178295,ENSG00000153094,ENSG00000125885,ENSG00000159147,ENSG00000093009,ENSG00000100297,ENSG00000075218,ENSG00000144554,ENSG00000183763,ENSG00000051341,ENSG00000163918,ENSG00000138658,ENSG00000164104,ENSG00000109674,ENSG00000071539,ENSG00000164611,ENSG00000204410,ENSG00000112029,ENSG00000196584,ENSG00000171320,ENSG00000147536,ENSG00000104738,ENSG00000197275,ENSG00000160957,ENSG00000181544"
"GO:BP","positive regulation of chromosome separation","GO:1905820","false","9.076204369884427e-11","10.042095733620751","30","484","13","21031","ENSG00000134690,ENSG00000117399,ENSG00000149503,ENSG00000151503,ENSG00000135476,ENSG00000126787,ENSG00000178999,ENSG00000089685,ENSG00000121152,ENSG00000175063,ENSG00000113810,ENSG00000109805,ENSG00000146918"
"GO:BP","protein-DNA complex assembly","GO:0065004","false","9.96963539326039e-11","10.00132072429522","238","484","30","21031","ENSG00000183598,ENSG00000203811,ENSG00000203852,ENSG00000117724,ENSG00000188486,ENSG00000126787,ENSG00000051180,ENSG00000104147,ENSG00000166451,ENSG00000167513,ENSG00000115163,ENSG00000123485,ENSG00000093009,ENSG00000138778,ENSG00000164104,ENSG00000123219,ENSG00000153044,ENSG00000112312,ENSG00000124610,ENSG00000286522,ENSG00000277224,ENSG00000277775,ENSG00000273983,ENSG00000278588,ENSG00000233822,ENSG00000184357,ENSG00000275126,ENSG00000274641,ENSG00000203760,ENSG00000102384"
"GO:BP","spindle assembly","GO:0051225","false","1.1003046327194883e-10","9.958487058484579","133","484","23","21031","ENSG00000134690,ENSG00000117399,ENSG00000123473,ENSG00000066279,ENSG00000117650,ENSG00000138160,ENSG00000149503,ENSG00000161800,ENSG00000157456,ENSG00000137807,ENSG00000198901,ENSG00000166851,ENSG00000178999,ENSG00000076382,ENSG00000089685,ENSG00000080986,ENSG00000131351,ENSG00000088325,ENSG00000087586,ENSG00000198624,ENSG00000237649,ENSG00000112029,ENSG00000090889"
"GO:BP","establishment of organelle localization","GO:0051656","false","4.837521722173717e-10","9.315377071833703","486","484","42","21031","ENSG00000134690,ENSG00000142945,ENSG00000134222,ENSG00000143228,ENSG00000118193,ENSG00000117650,ENSG00000117724,ENSG00000162722,ENSG00000122952,ENSG00000121621,ENSG00000149503,ENSG00000146670,ENSG00000161800,ENSG00000135476,ENSG00000165480,ENSG00000054654,ENSG00000128944,ENSG00000137812,ENSG00000137804,ENSG00000166851,ENSG00000079616,ENSG00000167513,ENSG00000178999,ENSG00000065320,ENSG00000076382,ENSG00000089685,ENSG00000080986,ENSG00000154839,ENSG00000176619,ENSG00000161888,ENSG00000115163,ENSG00000101447,ENSG00000129810,ENSG00000114346,ENSG00000145335,ENSG00000138778,ENSG00000164109,ENSG00000134057,ENSG00000113368,ENSG00000040275,ENSG00000237649,ENSG00000186193"
"GO:BP","regulation of spindle checkpoint","GO:0090231","false","1.202651276579896e-9","8.919860283393433","22","484","11","21031","ENSG00000134690,ENSG00000122952,ENSG00000149503,ENSG00000126215,ENSG00000137812,ENSG00000178999,ENSG00000089685,ENSG00000080986,ENSG00000178295,ENSG00000164109,ENSG00000134057"
"GO:BP","negative regulation of organelle organization","GO:0010639","false","2.010601471387447e-9","8.69667400395794","361","484","35","21031","ENSG00000134690,ENSG00000117399,ENSG00000143452,ENSG00000143228,ENSG00000117724,ENSG00000122952,ENSG00000149503,ENSG00000135476,ENSG00000136108,ENSG00000070182,ENSG00000126215,ENSG00000156970,ENSG00000137812,ENSG00000162063,ENSG00000166851,ENSG00000178999,ENSG00000131747,ENSG00000012048,ENSG00000089685,ENSG00000080986,ENSG00000161888,ENSG00000178295,ENSG00000169679,ENSG00000088325,ENSG00000145335,ENSG00000164109,ENSG00000071539,ENSG00000134057,ENSG00000040275,ENSG00000112742,ENSG00000112029,ENSG00000019991,ENSG00000156509,ENSG00000172167,ENSG00000186638"
"GO:BP","cell cycle DNA replication","GO:0044786","false","2.1077779895196098e-9","8.676175134922579","45","484","14","21031","ENSG00000097046,ENSG00000168496,ENSG00000139618,ENSG00000051180,ENSG00000167513,ENSG00000176208,ENSG00000161692,ENSG00000167900,ENSG00000159147,ENSG00000093009,ENSG00000112312,ENSG00000112029,ENSG00000006634,ENSG00000104738"
"GO:BP","G2/M transition of mitotic cell cycle","GO:0000086","false","2.2053630264709112e-9","8.656519910769344","138","484","22","21031","ENSG00000092853,ENSG00000085840,ENSG00000097046,ENSG00000118193,ENSG00000117724,ENSG00000170312,ENSG00000111206,ENSG00000123374,ENSG00000140534,ENSG00000127564,ENSG00000166851,ENSG00000178999,ENSG00000012048,ENSG00000161692,ENSG00000087586,ENSG00000159147,ENSG00000164045,ENSG00000145386,ENSG00000134057,ENSG00000158402,ENSG00000112029,ENSG00000165304"
"GO:BP","positive regulation of spindle checkpoint","GO:0090232","false","2.7712949424701966e-9","8.557317250807165","13","484","9","21031","ENSG00000134690,ENSG00000149503,ENSG00000126215,ENSG00000137812,ENSG00000178999,ENSG00000089685,ENSG00000080986,ENSG00000178295,ENSG00000164109"
"GO:BP","double-strand break repair","GO:0006302","false","3.3654828962422028e-9","8.47295261223441","309","484","32","21031","ENSG00000127423,ENSG00000085999,ENSG00000097046,ENSG00000168496,ENSG00000146670,ENSG00000188486,ENSG00000111206,ENSG00000139618,ENSG00000126215,ENSG00000051180,ENSG00000166851,ENSG00000012048,ENSG00000154920,ENSG00000136492,ENSG00000276043,ENSG00000011332,ENSG00000178295,ENSG00000125885,ENSG00000093009,ENSG00000100297,ENSG00000144554,ENSG00000051341,ENSG00000138658,ENSG00000164104,ENSG00000071539,ENSG00000196584,ENSG00000171320,ENSG00000147536,ENSG00000104738,ENSG00000197275,ENSG00000160957,ENSG00000181544"
"GO:BP","non-membrane-bounded organelle assembly","GO:0140694","false","3.5852167482855713e-9","8.445484583444191","409","484","37","21031","ENSG00000134690,ENSG00000117399,ENSG00000123473,ENSG00000066279,ENSG00000117650,ENSG00000117724,ENSG00000138347,ENSG00000138160,ENSG00000149503,ENSG00000161800,ENSG00000123374,ENSG00000126787,ENSG00000157456,ENSG00000137807,ENSG00000198901,ENSG00000166851,ENSG00000178999,ENSG00000076382,ENSG00000012048,ENSG00000089685,ENSG00000080986,ENSG00000131351,ENSG00000075702,ENSG00000115163,ENSG00000239474,ENSG00000088325,ENSG00000087586,ENSG00000138778,ENSG00000142731,ENSG00000123219,ENSG00000153044,ENSG00000198624,ENSG00000237649,ENSG00000203760,ENSG00000112029,ENSG00000011426,ENSG00000090889"
"GO:BP","attachment of mitotic spindle microtubules to kinetochore","GO:0051315","false","4.081995674367849e-9","8.389127459835326","24","484","11","21031","ENSG00000134690,ENSG00000142945,ENSG00000143228,ENSG00000149503,ENSG00000165480,ENSG00000167513,ENSG00000178999,ENSG00000089685,ENSG00000080986,ENSG00000154839,ENSG00000138778"
"GO:BP","mitotic cytokinesis","GO:0000281","false","4.930961410796355e-9","8.30706839620011","90","484","18","21031","ENSG00000134690,ENSG00000183856,ENSG00000138182,ENSG00000138180,ENSG00000149503,ENSG00000161800,ENSG00000135476,ENSG00000136108,ENSG00000137804,ENSG00000137807,ENSG00000166851,ENSG00000178999,ENSG00000089685,ENSG00000115163,ENSG00000114346,ENSG00000112984,ENSG00000011426,ENSG00000090889"
"GO:BP","regulation of cell cycle G2/M phase transition","GO:1902749","false","5.381537489481061e-9","8.269093629946019","116","484","20","21031","ENSG00000092853,ENSG00000085840,ENSG00000097046,ENSG00000118193,ENSG00000117724,ENSG00000170312,ENSG00000123374,ENSG00000140534,ENSG00000127564,ENSG00000166851,ENSG00000178999,ENSG00000176208,ENSG00000012048,ENSG00000161692,ENSG00000087586,ENSG00000159147,ENSG00000164045,ENSG00000134057,ENSG00000158402,ENSG00000112029"
"GO:BP","regulation of cell cycle checkpoint","GO:1901976","false","5.7193385902598625e-9","8.242654192047713","48","484","14","21031","ENSG00000134690,ENSG00000122952,ENSG00000149503,ENSG00000139618,ENSG00000126215,ENSG00000137812,ENSG00000051180,ENSG00000178999,ENSG00000012048,ENSG00000089685,ENSG00000080986,ENSG00000178295,ENSG00000164109,ENSG00000134057"
"GO:BP","spindle midzone assembly","GO:0051255","false","7.601933106954287e-9","8.119075956280987","14","484","9","21031","ENSG00000134690,ENSG00000149503,ENSG00000161800,ENSG00000137807,ENSG00000198901,ENSG00000178999,ENSG00000089685,ENSG00000198624,ENSG00000090889"
"GO:BP","spindle elongation","GO:0051231","false","7.601933106954287e-9","8.119075956280987","14","484","9","21031","ENSG00000134690,ENSG00000138160,ENSG00000149503,ENSG00000161800,ENSG00000137807,ENSG00000198901,ENSG00000178999,ENSG00000089685,ENSG00000090889"
"GO:BP","nuclear DNA replication","GO:0033260","false","1.0599743078430445e-8","7.97470466124204","41","484","13","21031","ENSG00000097046,ENSG00000168496,ENSG00000139618,ENSG00000051180,ENSG00000167513,ENSG00000176208,ENSG00000161692,ENSG00000167900,ENSG00000159147,ENSG00000093009,ENSG00000112312,ENSG00000006634,ENSG00000104738"
"GO:BP","reproduction","GO:0000003","false","1.7044440739103766e-8","7.768417244238896","1552","484","80","21031","ENSG00000117399,ENSG00000085999,ENSG00000162595,ENSG00000143452,ENSG00000143228,ENSG00000066279,ENSG00000170498,ENSG00000117650,ENSG00000174371,ENSG00000196139,ENSG00000266524,ENSG00000122952,ENSG00000170312,ENSG00000129757,ENSG00000121621,ENSG00000149503,ENSG00000175592,ENSG00000188486,ENSG00000151503,ENSG00000087494,ENSG00000161800,ENSG00000135476,ENSG00000123374,ENSG00000127324,ENSG00000139618,ENSG00000136160,ENSG00000139874,ENSG00000100629,ENSG00000137812,ENSG00000051180,ENSG00000157456,ENSG00000074410,ENSG00000005513,ENSG00000127564,ENSG00000166851,ENSG00000187741,ENSG00000132386,ENSG00000131747,ENSG00000131470,ENSG00000125319,ENSG00000154920,ENSG00000183691,ENSG00000136492,ENSG00000108984,ENSG00000089685,ENSG00000080986,ENSG00000121152,ENSG00000153094,ENSG00000163535,ENSG00000115461,ENSG00000125885,ENSG00000087586,ENSG00000144554,ENSG00000129810,ENSG00000151090,ENSG00000164045,ENSG00000169860,ENSG00000113810,ENSG00000109321,ENSG00000142731,ENSG00000164104,ENSG00000071539,ENSG00000250722,ENSG00000158402,ENSG00000164611,ENSG00000124610,ENSG00000204410,ENSG00000112742,ENSG00000112029,ENSG00000196584,ENSG00000159167,ENSG00000042980,ENSG00000185697,ENSG00000197275,ENSG00000156509,ENSG00000160886,ENSG00000123975,ENSG00000169071,ENSG00000185920,ENSG00000102384"
"GO:BP","meiotic cell cycle phase transition","GO:0044771","false","1.8618678031282574e-8","7.730051158161379","15","484","9","21031","ENSG00000117399,ENSG00000122952,ENSG00000137812,ENSG00000157456,ENSG00000127564,ENSG00000080986,ENSG00000164045,ENSG00000158402,ENSG00000112742"
"GO:BP","cellular response to stress","GO:0033554","false","2.194087019641196e-8","7.6587461518750075","1770","484","87","21031","ENSG00000127423,ENSG00000092853,ENSG00000085999,ENSG00000097046,ENSG00000077152,ENSG00000174371,ENSG00000196139,ENSG00000065328,ENSG00000170312,ENSG00000168496,ENSG00000146670,ENSG00000175592,ENSG00000131620,ENSG00000165490,ENSG00000170962,ENSG00000188486,ENSG00000111206,ENSG00000111728,ENSG00000123374,ENSG00000139618,ENSG00000100479,ENSG00000198554,ENSG00000126215,ENSG00000051180,ENSG00000259316,ENSG00000166803,ENSG00000140534,ENSG00000140525,ENSG00000166851,ENSG00000079616,ENSG00000187741,ENSG00000074370,ENSG00000176208,ENSG00000131747,ENSG00000012048,ENSG00000125319,ENSG00000154920,ENSG00000136492,ENSG00000108984,ENSG00000176170,ENSG00000276043,ENSG00000129355,ENSG00000127528,ENSG00000011332,ENSG00000178295,ENSG00000153094,ENSG00000153234,ENSG00000125885,ENSG00000159147,ENSG00000093009,ENSG00000100297,ENSG00000075218,ENSG00000144554,ENSG00000183763,ENSG00000051341,ENSG00000114346,ENSG00000163918,ENSG00000189058,ENSG00000145335,ENSG00000138658,ENSG00000145386,ENSG00000164104,ENSG00000109674,ENSG00000071539,ENSG00000228716,ENSG00000164611,ENSG00000204410,ENSG00000112029,ENSG00000135218,ENSG00000019991,ENSG00000004799,ENSG00000184408,ENSG00000106462,ENSG00000196584,ENSG00000159167,ENSG00000168079,ENSG00000171320,ENSG00000168078,ENSG00000176907,ENSG00000147536,ENSG00000104738,ENSG00000197275,ENSG00000155897,ENSG00000160957,ENSG00000147883,ENSG00000165272,ENSG00000181544"
"GO:BP","regulation of mitotic spindle checkpoint","GO:1903504","false","2.6706906598988645e-8","7.573376412420063","21","484","10","21031","ENSG00000134690,ENSG00000149503,ENSG00000126215,ENSG00000137812,ENSG00000178999,ENSG00000089685,ENSG00000080986,ENSG00000178295,ENSG00000164109,ENSG00000134057"
"GO:BP","kinetochore organization","GO:0051383","false","2.6706906598988645e-8","7.573376412420063","21","484","10","21031","ENSG00000143228,ENSG00000117724,ENSG00000126787,ENSG00000080986,ENSG00000115163,ENSG00000113810,ENSG00000138778,ENSG00000123219,ENSG00000153044,ENSG00000203760"
"GO:BP","regulation of mitotic cell cycle spindle assembly checkpoint","GO:0090266","false","2.6706906598988645e-8","7.573376412420063","21","484","10","21031","ENSG00000134690,ENSG00000149503,ENSG00000126215,ENSG00000137812,ENSG00000178999,ENSG00000089685,ENSG00000080986,ENSG00000178295,ENSG00000164109,ENSG00000134057"
"GO:BP","mitotic spindle midzone assembly","GO:0051256","false","2.8850063430246505e-8","7.5398532276598695","11","484","8","21031","ENSG00000134690,ENSG00000149503,ENSG00000161800,ENSG00000137807,ENSG00000198901,ENSG00000178999,ENSG00000089685,ENSG00000090889"
"GO:BP","reproductive process","GO:0022414","false","3.10024108504941e-8","7.508604532670392","1541","484","79","21031","ENSG00000117399,ENSG00000085999,ENSG00000162595,ENSG00000143452,ENSG00000143228,ENSG00000066279,ENSG00000170498,ENSG00000117650,ENSG00000174371,ENSG00000196139,ENSG00000266524,ENSG00000122952,ENSG00000170312,ENSG00000129757,ENSG00000121621,ENSG00000149503,ENSG00000175592,ENSG00000188486,ENSG00000151503,ENSG00000087494,ENSG00000161800,ENSG00000135476,ENSG00000123374,ENSG00000127324,ENSG00000139618,ENSG00000136160,ENSG00000139874,ENSG00000100629,ENSG00000137812,ENSG00000051180,ENSG00000157456,ENSG00000074410,ENSG00000005513,ENSG00000127564,ENSG00000166851,ENSG00000187741,ENSG00000132386,ENSG00000131747,ENSG00000131470,ENSG00000125319,ENSG00000154920,ENSG00000183691,ENSG00000136492,ENSG00000108984,ENSG00000089685,ENSG00000080986,ENSG00000121152,ENSG00000153094,ENSG00000163535,ENSG00000115461,ENSG00000125885,ENSG00000087586,ENSG00000144554,ENSG00000129810,ENSG00000151090,ENSG00000164045,ENSG00000169860,ENSG00000113810,ENSG00000109321,ENSG00000142731,ENSG00000164104,ENSG00000071539,ENSG00000158402,ENSG00000164611,ENSG00000124610,ENSG00000204410,ENSG00000112742,ENSG00000112029,ENSG00000196584,ENSG00000159167,ENSG00000042980,ENSG00000185697,ENSG00000197275,ENSG00000156509,ENSG00000160886,ENSG00000123975,ENSG00000169071,ENSG00000185920,ENSG00000102384"
"GO:BP","centromere complex assembly","GO:0034508","false","3.231232094175382e-8","7.49063184619173","28","484","11","21031","ENSG00000117724,ENSG00000126787,ENSG00000104147,ENSG00000166451,ENSG00000115163,ENSG00000123485,ENSG00000138778,ENSG00000123219,ENSG00000153044,ENSG00000203760,ENSG00000102384"
"GO:BP","positive regulation of chromosome segregation","GO:0051984","false","3.231232094175382e-8","7.49063184619173","28","484","11","21031","ENSG00000134690,ENSG00000170312,ENSG00000149503,ENSG00000151503,ENSG00000178999,ENSG00000089685,ENSG00000121152,ENSG00000113810,ENSG00000109805,ENSG00000134057,ENSG00000146918"
"GO:BP","regulation of cellular component organization","GO:0051128","false","4.218409098961866e-8","7.374851304917473","2425","484","107","21031","ENSG00000134690,ENSG00000117399,ENSG00000123473,ENSG00000157193,ENSG00000134222,ENSG00000143452,ENSG00000169418,ENSG00000143228,ENSG00000118193,ENSG00000117650,ENSG00000117724,ENSG00000162722,ENSG00000122952,ENSG00000107984,ENSG00000170312,ENSG00000138182,ENSG00000148773,ENSG00000121621,ENSG00000168496,ENSG00000149503,ENSG00000151503,ENSG00000111206,ENSG00000135476,ENSG00000123374,ENSG00000165480,ENSG00000136108,ENSG00000136122,ENSG00000126787,ENSG00000054654,ENSG00000070182,ENSG00000126215,ENSG00000156970,ENSG00000137812,ENSG00000137804,ENSG00000162063,ENSG00000127564,ENSG00000166851,ENSG00000132386,ENSG00000161921,ENSG00000108947,ENSG00000178999,ENSG00000065320,ENSG00000076382,ENSG00000131747,ENSG00000012048,ENSG00000176170,ENSG00000089685,ENSG00000080986,ENSG00000154839,ENSG00000090339,ENSG00000129355,ENSG00000161888,ENSG00000131351,ENSG00000075702,ENSG00000011332,ENSG00000178295,ENSG00000121152,ENSG00000169679,ENSG00000153094,ENSG00000091409,ENSG00000115461,ENSG00000123485,ENSG00000125848,ENSG00000088325,ENSG00000175063,ENSG00000087586,ENSG00000044524,ENSG00000113810,ENSG00000075651,ENSG00000114346,ENSG00000114315,ENSG00000189058,ENSG00000013810,ENSG00000109805,ENSG00000145335,ENSG00000138778,ENSG00000164109,ENSG00000142731,ENSG00000071539,ENSG00000134057,ENSG00000158402,ENSG00000113070,ENSG00000169252,ENSG00000040275,ENSG00000124610,ENSG00000166278,ENSG00000112742,ENSG00000197594,ENSG00000112029,ENSG00000011426,ENSG00000135218,ENSG00000019991,ENSG00000106366,ENSG00000173114,ENSG00000128567,ENSG00000106462,ENSG00000174469,ENSG00000146918,ENSG00000184661,ENSG00000156509,ENSG00000136960,ENSG00000187955,ENSG00000172167,ENSG00000186638,ENSG00000169071,ENSG00000165029,ENSG00000046653"
"GO:BP","sexual reproduction","GO:0019953","false","4.457366016904164e-8","7.350921702329549","1094","484","63","21031","ENSG00000117399,ENSG00000085999,ENSG00000162595,ENSG00000143452,ENSG00000143228,ENSG00000066279,ENSG00000117650,ENSG00000174371,ENSG00000122952,ENSG00000170312,ENSG00000129757,ENSG00000121621,ENSG00000149503,ENSG00000175592,ENSG00000188486,ENSG00000151503,ENSG00000161800,ENSG00000135476,ENSG00000123374,ENSG00000127324,ENSG00000139618,ENSG00000139874,ENSG00000100629,ENSG00000137812,ENSG00000051180,ENSG00000157456,ENSG00000005513,ENSG00000127564,ENSG00000166851,ENSG00000187741,ENSG00000131747,ENSG00000131470,ENSG00000125319,ENSG00000154920,ENSG00000136492,ENSG00000089685,ENSG00000080986,ENSG00000121152,ENSG00000153094,ENSG00000163535,ENSG00000125885,ENSG00000087586,ENSG00000144554,ENSG00000129810,ENSG00000164045,ENSG00000113810,ENSG00000164104,ENSG00000071539,ENSG00000250722,ENSG00000158402,ENSG00000164611,ENSG00000124610,ENSG00000204410,ENSG00000112742,ENSG00000112029,ENSG00000196584,ENSG00000042980,ENSG00000185697,ENSG00000197275,ENSG00000156509,ENSG00000160886,ENSG00000123975,ENSG00000185920"
"GO:BP","regulation of attachment of spindle microtubules to kinetochore","GO:0051988","false","4.7960452700995745e-8","7.3191167262275565","22","484","10","21031","ENSG00000134690,ENSG00000117650,ENSG00000149503,ENSG00000161800,ENSG00000128944,ENSG00000178999,ENSG00000076382,ENSG00000089685,ENSG00000114346,ENSG00000134057"
"GO:BP","regulation of G2/M transition of mitotic cell cycle","GO:0010389","false","5.423221859644767e-8","7.265742628563143","103","484","18","21031","ENSG00000092853,ENSG00000085840,ENSG00000097046,ENSG00000118193,ENSG00000117724,ENSG00000170312,ENSG00000123374,ENSG00000140534,ENSG00000166851,ENSG00000178999,ENSG00000012048,ENSG00000161692,ENSG00000087586,ENSG00000159147,ENSG00000164045,ENSG00000134057,ENSG00000158402,ENSG00000112029"
"GO:BP","cellular response to stimulus","GO:0051716","false","7.936101025309145e-8","7.100392812318717","7394","484","240","21031","ENSG00000169962,ENSG00000007968,ENSG00000117318,ENSG00000127423,ENSG00000092853,ENSG00000134690,ENSG00000183682,ENSG00000117399,ENSG00000085999,ENSG00000123473,ENSG00000085840,ENSG00000157193,ENSG00000024526,ENSG00000162595,ENSG00000097046,ENSG00000143452,ENSG00000169418,ENSG00000183856,ENSG00000162746,ENSG00000143248,ENSG00000143228,ENSG00000116194,ENSG00000066279,ENSG00000118193,ENSG00000077152,ENSG00000170498,ENSG00000117724,ENSG00000143786,ENSG00000174371,ENSG00000162722,ENSG00000187134,ENSG00000151632,ENSG00000196139,ENSG00000065328,ENSG00000204176,ENSG00000266524,ENSG00000122952,ENSG00000107984,ENSG00000170312,ENSG00000182010,ENSG00000107731,ENSG00000185745,ENSG00000185885,ENSG00000129757,ENSG00000121621,ENSG00000168496,ENSG00000149503,ENSG00000146670,ENSG00000175592,ENSG00000131620,ENSG00000165490,ENSG00000262406,ENSG00000170962,ENSG00000188486,ENSG00000154127,ENSG00000064309,ENSG00000111206,ENSG00000111728,ENSG00000087494,ENSG00000123416,ENSG00000135472,ENSG00000161800,ENSG00000123374,ENSG00000156076,ENSG00000174600,ENSG00000139618,ENSG00000133110,ENSG00000136160,ENSG00000102524,ENSG00000139874,ENSG00000100479,ENSG00000198554,ENSG00000119630,ENSG00000126215,ENSG00000185100,ENSG00000185347,ENSG00000198826,ENSG00000156970,ENSG00000137812,ENSG00000051180,ENSG00000186417,ENSG00000259316,ENSG00000166803,ENSG00000140534,ENSG00000140525,ENSG00000005513,ENSG00000162062,ENSG00000167191,ENSG00000166851,ENSG00000103522,ENSG00000079616,ENSG00000171241,ENSG00000167513,ENSG00000187741,ENSG00000132386,ENSG00000074370,ENSG00000161921,ENSG00000108947,ENSG00000178999,ENSG00000065320,ENSG00000166482,ENSG00000108602,ENSG00000176208,ENSG00000131747,ENSG00000012048,ENSG00000125319,ENSG00000154920,ENSG00000166292,ENSG00000183691,ENSG00000136492,ENSG00000108984,ENSG00000176170,ENSG00000161544,ENSG00000089685,ENSG00000141574,ENSG00000080986,ENSG00000134769,ENSG00000197971,ENSG00000276043,ENSG00000090339,ENSG00000129355,ENSG00000161888,ENSG00000127528,ENSG00000011332,ENSG00000105193,ENSG00000178295,ENSG00000168874,ENSG00000115594,ENSG00000169679,ENSG00000153094,ENSG00000153234,ENSG00000115267,ENSG00000091409,ENSG00000168542,ENSG00000115896,ENSG00000115461,ENSG00000171951,ENSG00000115687,ENSG00000125885,ENSG00000125848,ENSG00000125968,ENSG00000101447,ENSG00000064205,ENSG00000087586,ENSG00000171189,ENSG00000159147,ENSG00000157601,ENSG00000160223,ENSG00000093009,ENSG00000100297,ENSG00000075218,ENSG00000196220,ENSG00000144554,ENSG00000151090,ENSG00000163815,ENSG00000164045,ENSG00000183763,ENSG00000144730,ENSG00000163947,ENSG00000044524,ENSG00000051341,ENSG00000014257,ENSG00000114771,ENSG00000169860,ENSG00000075651,ENSG00000144959,ENSG00000114346,ENSG00000090539,ENSG00000163918,ENSG00000114315,ENSG00000189058,ENSG00000159674,ENSG00000068078,ENSG00000109625,ENSG00000109321,ENSG00000145335,ENSG00000138658,ENSG00000164109,ENSG00000145386,ENSG00000164116,ENSG00000164104,ENSG00000109674,ENSG00000071539,ENSG00000067113,ENSG00000035499,ENSG00000134057,ENSG00000228716,ENSG00000113070,ENSG00000169247,ENSG00000169252,ENSG00000164611,ENSG00000040275,ENSG00000214357,ENSG00000026950,ENSG00000111801,ENSG00000204410,ENSG00000112742,ENSG00000146374,ENSG00000197594,ENSG00000112029,ENSG00000164849,ENSG00000255690,ENSG00000135218,ENSG00000019991,ENSG00000004799,ENSG00000106366,ENSG00000184408,ENSG00000106462,ENSG00000196584,ENSG00000129422,ENSG00000179388,ENSG00000159167,ENSG00000168079,ENSG00000171320,ENSG00000168078,ENSG00000176907,ENSG00000147536,ENSG00000104738,ENSG00000197275,ENSG00000156804,ENSG00000173334,ENSG00000155897,ENSG00000104415,ENSG00000160957,ENSG00000147883,ENSG00000165272,ENSG00000165304,ENSG00000198963,ENSG00000169071,ENSG00000106809,ENSG00000185920,ENSG00000136943,ENSG00000165029,ENSG00000185585,ENSG00000181544,ENSG00000165197,ENSG00000102174,ENSG00000130052,ENSG00000155962,ENSG00000143333"
"GO:BP","recombinational repair","GO:0000725","false","8.30775339440845e-8","7.080516403450992","181","484","23","21031","ENSG00000127423,ENSG00000085999,ENSG00000097046,ENSG00000168496,ENSG00000188486,ENSG00000139618,ENSG00000126215,ENSG00000051180,ENSG00000012048,ENSG00000125319,ENSG00000276043,ENSG00000178295,ENSG00000125885,ENSG00000093009,ENSG00000100297,ENSG00000051341,ENSG00000138658,ENSG00000196584,ENSG00000147536,ENSG00000104738,ENSG00000197275,ENSG00000160957,ENSG00000181544"
"GO:BP","positive regulation of mitotic cell cycle spindle assembly checkpoint","GO:0090267","false","8.480939525042581e-8","7.071556033599442","12","484","8","21031","ENSG00000134690,ENSG00000149503,ENSG00000126215,ENSG00000178999,ENSG00000089685,ENSG00000080986,ENSG00000178295,ENSG00000164109"
"GO:BP","mitotic spindle elongation","GO:0000022","false","8.480939525042581e-8","7.071556033599442","12","484","8","21031","ENSG00000134690,ENSG00000149503,ENSG00000161800,ENSG00000137807,ENSG00000198901,ENSG00000178999,ENSG00000089685,ENSG00000090889"
