"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000160087|UBE2J2",1425.57222462517,-0.257219910647774,0.0678934278921962,-3.78858335237099,0.000151508761340946,0.000920821016616848
"ENSG00000260179",7.18569546392265,-0.892302567022992,0.774337218033917,-1.15234363820016,0.249179891579842,0.43393512044718
"ENSG00000107404|DVL1",2744.30814599013,-0.0631966232571945,0.0568338054373975,-1.11195480877672,0.266157581240363,0.454145918274382
"ENSG00000169962|TAS1R3",95.0640296486492,1.36823571941181,0.259964189456741,5.26316998610878,1.41592551500391e-07,1.78990147830009e-06
"ENSG00000162572|SCNN1D",255.132222113939,0.395349799880544,0.169414041394984,2.33363065201188,0.0196150701500445,0.0606120197317968
"ENSG00000127054|INTS11",1957.28684520146,-0.0500735114205071,0.0559305021446758,-0.895280920077951,0.370636937099993,0.568061226690548
"ENSG00000230415|LINC01786",33.0626077986132,0.0124495985556085,0.357055549086171,0.0348673997294576,0.972185476045677,0.98585281038478
"ENSG00000131584|ACAP3",2079.19008303726,-0.0506878948611233,0.0858033548063605,-0.590744907067036,0.554691353917624,0.728436206007291
"ENSG00000169972|PUSL1",604.501120334483,-0.0409691756340285,0.13348898619558,-0.306910530985703,0.758911473107369,0.867030481791833
"ENSG00000240731",28.6609688167861,-0.0722407980816372,0.361930533260151,-0.199598518066204,0.841794586873901,0.917401387646512
"ENSG00000224051|CPTP",878.116234941391,-0.0918292745216212,0.102095689739666,-0.899443206229147,0.368416634152332,0.565905748225152
"ENSG00000175756|AURKAIP1",1625.08961228224,-0.295605674457711,0.0767666784678265,-3.85070293983869,0.000117779288207505,0.000736182317480415
"ENSG00000162576|MXRA8",19591.2261933362,0.220535842733643,0.0765451780646884,2.88111999095839,0.00396264751894209,0.0157224466330786
"ENSG00000235098|ANKRD65",83.6020000068288,0.972444613722204,0.281929278645751,3.44925017505577,0.000562145627627323,0.00289512138207519
"ENSG00000179403|VWA1",324.942800949231,0.522155291879682,0.173033206968062,3.01765944831653,0.00254734992149572,0.0107752230100502
"ENSG00000224870|MRPL20-AS1",640.214101201431,0.242523486394359,0.0945220471032574,2.56578749431254,0.0102941873713467,0.0355666987231322
"ENSG00000242485|MRPL20",1541.30996106746,-0.219253970218698,0.0492385842975278,-4.45288940262458,8.4722399511948e-06,7.16311231868752e-05
"ENSG00000264293|RN7SL657P",1.61383815757778,-1.11979908509925,1.46742825950163,-0.763103121293002,0.445401898718263,NA
"ENSG00000272455|MRPL20-DT",77.3700566092344,-0.0234898005193737,0.283847176744873,-0.0827550965584792,0.934046274353733,0.967220989531909
"ENSG00000221978|CCNL2",5982.536515766,0.123250275504578,0.0636322023666698,1.93691670130117,0.0527555265506531,0.133623133673942
"ENSG00000205090|TMEM240",73.1645282292815,-0.0604757973010252,0.314228710557783,-0.192457898559541,0.847383543465365,0.921038350682677
"ENSG00000215915|ATAD3C",34.6438779213702,-0.549425009742745,0.294805037064888,-1.86368935623652,0.0623653409687376,0.152394084944545
"ENSG00000160072|ATAD3B",919.111602397427,-0.703036793308453,0.113496170840607,-6.19436574909464,5.85201950273265e-10,1.18460259716381e-08
